Experiment,Participant,HighValueColumn,NumAlt,LowDim,HighDim,Product,Order,Choice
4,R_3mfWrzMgSKLA4fT,1,2,40-50,100-90,Restaurants,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,40-50,100-90,Televisions,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,40-50,100-90,Cell phones,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,40-50,100-90,Cable services,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,40-50,100-90,Refrigerators,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,40-50,100-90,Washing machines,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Laptops,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Cars,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Job offers,TC,C
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Coffee makers,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Microwave ovens,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Cameras,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Restaurants,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Televisions,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Cell phones,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Cable services,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Refrigerators,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,50-60,100-90,Washing machines,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Laptops,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Cars,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Job offers,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Coffee makers,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Microwave ovens,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Cameras,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Restaurants,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Televisions,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Cell phones,TC,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Cable services,CT,T
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Refrigerators,TC,C
4,R_3mfWrzMgSKLA4fT,1,2,60-70,100-90,Washing machines,CT,T
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Laptops,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Cars,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Job offers,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Coffee makers,CT,T
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Microwave ovens,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Cameras,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Restaurants,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Televisions,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Cell phones,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Cable services,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Refrigerators,TC,T
4,R_1lhoEreQL8Uh7oE,1,2,30-40,100-90,Washing machines,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Laptops,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Cars,CT,T
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Job offers,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Coffee makers,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Microwave ovens,TC,T
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Cameras,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Restaurants,TC,T
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Televisions,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Cell phones,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Cable services,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Refrigerators,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,40-50,100-90,Washing machines,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Laptops,TC,T
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Cars,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Job offers,TC,T
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Coffee makers,CT,T
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Microwave ovens,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Cameras,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Restaurants,TC,T
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Televisions,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Cell phones,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Cable services,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Refrigerators,TC,T
4,R_1lhoEreQL8Uh7oE,1,2,50-60,100-90,Washing machines,CT,T
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Laptops,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Cars,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Job offers,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Coffee makers,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Microwave ovens,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Cameras,CT,T
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Restaurants,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Televisions,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Cell phones,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Cable services,CT,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Refrigerators,TC,C
4,R_1lhoEreQL8Uh7oE,1,2,60-70,100-90,Washing machines,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Laptops,TC,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Cars,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Job offers,TC,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Coffee makers,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Microwave ovens,TC,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Cameras,CT,T
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Restaurants,TC,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Televisions,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Cell phones,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Cable services,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Refrigerators,TC,C
4,R_1eUyRiEB0sTIXTH,1,2,30-40,100-90,Washing machines,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Laptops,TC,C
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Cars,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Job offers,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Coffee makers,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Microwave ovens,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Cameras,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Restaurants,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Televisions,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Cell phones,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Cable services,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Refrigerators,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,40-50,100-90,Washing machines,CT,T
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Laptops,TC,C
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Cars,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Job offers,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Coffee makers,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Microwave ovens,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Cameras,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Restaurants,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Televisions,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Cell phones,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Cable services,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Refrigerators,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,50-60,100-90,Washing machines,CT,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Laptops,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Cars,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Job offers,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Coffee makers,CT,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Microwave ovens,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Cameras,CT,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Restaurants,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Televisions,CT,C
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Cell phones,TC,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Cable services,CT,T
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Refrigerators,TC,C
4,R_1eUyRiEB0sTIXTH,1,2,60-70,100-90,Washing machines,CT,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Laptops,TC,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Cars,CT,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Job offers,TC,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Coffee makers,CT,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Microwave ovens,TC,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Cameras,CT,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Restaurants,TC,T
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Televisions,CT,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Cell phones,TC,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Cable services,CT,C
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Refrigerators,TC,T
4,R_3iwpCSW7sd7y87B,1,2,30-40,100-90,Washing machines,CT,C
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Laptops,TC,T
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Cars,CT,C
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Job offers,TC,T
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Coffee makers,CT,C
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Microwave ovens,TC,T
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Cameras,CT,C
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Restaurants,TC,T
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Televisions,CT,C
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Cell phones,TC,C
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Cable services,CT,C
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Refrigerators,TC,T
4,R_3iwpCSW7sd7y87B,1,2,40-50,100-90,Washing machines,CT,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Laptops,TC,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Cars,CT,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Job offers,TC,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Coffee makers,CT,T
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Microwave ovens,TC,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Cameras,CT,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Restaurants,TC,T
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Televisions,CT,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Cell phones,TC,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Cable services,CT,T
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Refrigerators,TC,C
4,R_3iwpCSW7sd7y87B,1,2,50-60,100-90,Washing machines,CT,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Laptops,TC,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Cars,CT,T
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Job offers,TC,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Coffee makers,CT,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Microwave ovens,TC,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Cameras,CT,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Restaurants,TC,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Televisions,CT,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Cell phones,TC,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Cable services,CT,T
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Refrigerators,TC,C
4,R_3iwpCSW7sd7y87B,1,2,60-70,100-90,Washing machines,CT,C
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Laptops,TC,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Cars,CT,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Job offers,TC,C
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Coffee makers,CT,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Microwave ovens,TC,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Cameras,CT,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Restaurants,TC,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Televisions,CT,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Cell phones,TC,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Cable services,CT,T
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Refrigerators,TC,C
4,R_1BQ97tga09tVLNx,1,2,30-40,100-90,Washing machines,CT,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Laptops,TC,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Cars,CT,C
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Job offers,TC,C
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Coffee makers,CT,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Microwave ovens,TC,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Cameras,CT,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Restaurants,TC,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Televisions,CT,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Cell phones,TC,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Cable services,CT,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Refrigerators,TC,T
4,R_1BQ97tga09tVLNx,1,2,40-50,100-90,Washing machines,CT,T
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Laptops,TC,C
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Cars,CT,T
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Job offers,TC,T
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Coffee makers,CT,C
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Microwave ovens,TC,T
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Cameras,CT,T
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Restaurants,TC,C
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Televisions,CT,T
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Cell phones,TC,C
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Cable services,CT,T
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Refrigerators,TC,T
4,R_1BQ97tga09tVLNx,1,2,50-60,100-90,Washing machines,CT,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Laptops,TC,C
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Cars,CT,C
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Job offers,TC,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Coffee makers,CT,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Microwave ovens,TC,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Cameras,CT,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Restaurants,TC,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Televisions,CT,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Cell phones,TC,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Cable services,CT,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Refrigerators,TC,T
4,R_1BQ97tga09tVLNx,1,2,60-70,100-90,Washing machines,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Laptops,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Cars,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Job offers,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Coffee makers,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Microwave ovens,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Cameras,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Restaurants,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Televisions,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Cell phones,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Cable services,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Refrigerators,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,30-40,100-90,Washing machines,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Laptops,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Cars,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Job offers,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Coffee makers,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Microwave ovens,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Cameras,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Restaurants,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Televisions,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Cell phones,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Cable services,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Refrigerators,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,40-50,100-90,Washing machines,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Laptops,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Cars,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Job offers,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Coffee makers,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Microwave ovens,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Cameras,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Restaurants,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Televisions,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Cell phones,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Cable services,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Refrigerators,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,50-60,100-90,Washing machines,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Laptops,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Cars,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Job offers,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Coffee makers,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Microwave ovens,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Cameras,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Restaurants,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Televisions,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Cell phones,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Cable services,CT,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Refrigerators,TC,T
4,R_3mmh4NIEvMjtOMX,1,2,60-70,100-90,Washing machines,CT,T
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Laptops,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Cars,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Job offers,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Coffee makers,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Microwave ovens,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Cameras,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Restaurants,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Televisions,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Cell phones,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Cable services,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Refrigerators,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,30-40,100-90,Washing machines,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Laptops,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Cars,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Job offers,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Coffee makers,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Microwave ovens,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Cameras,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Restaurants,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Televisions,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Cell phones,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Cable services,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Refrigerators,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,40-50,100-90,Washing machines,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Laptops,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Cars,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Job offers,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Coffee makers,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Microwave ovens,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Cameras,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Restaurants,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Televisions,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Cell phones,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Cable services,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Refrigerators,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,50-60,100-90,Washing machines,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Laptops,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Cars,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Job offers,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Coffee makers,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Microwave ovens,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Cameras,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Restaurants,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Televisions,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Cell phones,TC,T
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Cable services,CT,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Refrigerators,TC,C
4,R_2VmRC8ZYv7Fopup,1,2,60-70,100-90,Washing machines,CT,C
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Laptops,TC,T
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Cars,CT,T
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Job offers,TC,T
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Coffee makers,CT,T
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Microwave ovens,TC,T
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Cameras,CT,C
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Restaurants,TC,T
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Televisions,CT,C
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Cell phones,TC,C
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Cable services,CT,T
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Refrigerators,TC,T
4,R_prYdUSHpf41WglH,1,2,30-40,100-90,Washing machines,CT,T
